timeseriestimestamp,Day,15 Min Interval,powerConsumption,powerFeedIn,powerProduction,powerPurchased,powerSelfConsumption
7/21/2017 1:45,7/21/2017,1:45 AM,0,0,0,0,0
7/21/2017 2:00,7/21/2017,2:00 AM,0,0,15.333334,0,0
7/21/2017 2:15,7/21/2017,2:15 AM,9.333333,0,0,0,0
7/21/2017 2:30,7/21/2017,2:30 AM,23.333334,0,0,0,0
7/21/2017 2:45,7/21/2017,2:45 AM,10,0,5.666667,0,5.666667
7/21/2017 3:00,7/21/2017,3:00 AM,0,0,6,0,0
7/21/2017 3:15,7/21/2017,3:15 AM,21.666666,0,0,0,0
7/21/2017 3:30,7/21/2017,3:30 AM,10.333333,0,0,0,0
7/21/2017 3:45,7/21/2017,3:45 AM,20,0,15.666666,0,15.666666
7/21/2017 4:00,7/21/2017,4:00 AM,20.666666,0,5.333333,0,5.333333
7/21/2017 4:15,7/21/2017,4:15 AM,20,0,4,0,4
7/21/2017 4:30,7/21/2017,4:30 AM,11,0,0,0,0
7/21/2017 4:45,7/21/2017,4:45 AM,11,0,4.666667,0,4.666667
7/21/2017 5:00,7/21/2017,5:00 AM,10.333333,0,3.666667,0,3.666667
7/21/2017 5:15,7/21/2017,5:15 AM,11.469569,8.530431,17,0,11.469569
7/21/2017 5:30,7/21/2017,5:30 AM,0,0,15.333334,0,0
7/21/2017 5:45,7/21/2017,5:45 AM,0,0,17,0,0
7/21/2017 6:00,7/21/2017,6:00 AM,24.333334,0,4.666667,9.625554,4.666667
7/21/2017 6:15,7/21/2017,6:15 AM,28,0,42.666668,0,28
7/21/2017 6:30,7/21/2017,6:30 AM,51.333332,0,50.333332,0,50.333332
7/21/2017 6:45,7/21/2017,6:45 AM,126.333336,0,50,0,50
7/21/2017 7:00,7/21/2017,7:00 AM,51,0,50.333332,0,50.333332
7/21/2017 7:15,7/21/2017,7:15 AM,50,0,49,0,49
7/21/2017 7:30,7/21/2017,7:30 AM,50.666668,0,50.333332,0,50.333332
7/21/2017 7:45,7/21/2017,7:45 AM,52,0,52,0,52
7/21/2017 8:00,7/21/2017,8:00 AM,60.600563,0,52.333332,8.933897,52.333332
7/21/2017 8:15,7/21/2017,8:15 AM,51.666668,0,52.666668,0,51.666668
7/21/2017 8:30,7/21/2017,8:30 AM,52,0,51,0,51
7/21/2017 8:45,7/21/2017,8:45 AM,51.666668,0,51.666668,0,51.666668
7/21/2017 9:00,7/21/2017,9:00 AM,52,0,51.666668,0,51.666668
7/21/2017 9:15,7/21/2017,9:15 AM,50.333332,0,50,0,50
7/21/2017 9:30,7/21/2017,9:30 AM,49.333332,0,48.666668,0,48.666668
7/21/2017 9:45,7/21/2017,9:45 AM,52.666668,0,51,0,51
7/21/2017 10:00,7/21/2017,10:00 AM,51.333332,0,51.333332,0,51.333332
7/21/2017 10:15,7/21/2017,10:15 AM,51.333332,0,50.333332,0,50.333332
7/21/2017 10:30,7/21/2017,10:30 AM,58.333332,0,58.333332,0,58.333332
7/21/2017 10:45,7/21/2017,10:45 AM,2488.3333,0,2468.6667,0,2468.6667
7/21/2017 11:00,7/21/2017,11:00 AM,3387.6667,0,3402,0,3387.6667
7/21/2017 11:15,7/21/2017,11:15 AM,3510,0,3505.6667,0,3505.6667
7/21/2017 11:30,7/21/2017,11:30 AM,3574.6667,0,3581,0,3574.6667
7/21/2017 11:45,7/21/2017,11:45 AM,3647.6667,0,3656.3333,0,3647.6667
7/21/2017 12:00,7/21/2017,12:00 PM,3702.3333,0,3708.3333,0,3702.3333
7/21/2017 12:15,7/21/2017,12:15 PM,3769,0,3767.3333,0,3767.3333
7/21/2017 12:30,7/21/2017,12:30 PM,3755.6667,0,3751,0,3751
7/21/2017 12:45,7/21/2017,12:45 PM,3788.6667,0,3781.6667,0,3781.6667
7/21/2017 13:00,7/21/2017,1:00 PM,3807.6667,0,3799.3333,0,3799.3333
7/21/2017 13:15,7/21/2017,1:15 PM,3815.3333,0,3810.6667,0,3810.6667
7/21/2017 13:30,7/21/2017,1:30 PM,3794.3333,0,3789.6667,0,3789.6667
7/21/2017 13:45,7/21/2017,1:45 PM,3739,0,3735.6667,0,3735.6667
7/21/2017 14:00,7/21/2017,2:00 PM,3705,0,3711,0,3705
7/21/2017 14:15,7/21/2017,2:15 PM,3667.6667,0,3679.6667,0,3667.6667
7/21/2017 14:30,7/21/2017,2:30 PM,3597.3333,0,3589.6667,0,3589.6667
7/21/2017 14:45,7/21/2017,2:45 PM,3520.6667,0,3510,0,3510
7/21/2017 15:00,7/21/2017,3:00 PM,3451.6667,0,3467.3333,0,3451.6667
7/21/2017 15:15,7/21/2017,3:15 PM,3389,0,3388.6667,0,3388.6667
7/21/2017 15:30,7/21/2017,3:30 PM,3284.3333,0,3288.6667,0,3284.3333
7/21/2017 15:45,7/21/2017,3:45 PM,3196,0,3180,0,3180
7/21/2017 16:00,7/21/2017,4:00 PM,3068.3333,0,3054.6667,0,3054.6667
7/21/2017 16:15,7/21/2017,4:15 PM,2927.6667,0,2939.3333,0,2927.6667
7/21/2017 16:30,7/21/2017,4:30 PM,2785.3333,0,2796.6667,0,2785.3333
7/21/2017 16:45,7/21/2017,4:45 PM,2652.6667,0,2639.3333,0,2639.3333
7/21/2017 17:00,7/21/2017,5:00 PM,2491.6667,0,2486,0,2486
7/21/2017 17:15,7/21/2017,5:15 PM,2329.6667,0,2327.3333,0,2327.3333
7/21/2017 17:30,7/21/2017,5:30 PM,2167.6667,0,2163,0,2163
7/21/2017 17:45,7/21/2017,5:45 PM,1993,0,1991,0,1991
7/21/2017 18:00,7/21/2017,6:00 PM,1789.6666,0,1783,0,1783
7/21/2017 18:15,7/21/2017,6:15 PM,1577.6666,0,1594.3334,0,1577.6666
7/21/2017 18:30,7/21/2017,6:30 PM,1379.6666,0,1374.3334,0,1374.3334
7/21/2017 18:45,7/21/2017,6:45 PM,1161.3334,0,1163,0,1161.3334
7/21/2017 19:00,7/21/2017,7:00 PM,939.3333,0,941.6667,0,939.3333
7/21/2017 19:15,7/21/2017,7:15 PM,732.3333,0,730,0,730
7/21/2017 19:30,7/21/2017,7:30 PM,487,0,481.66666,0,481.66666
7/21/2017 19:45,7/21/2017,7:45 PM,257,0,258.66666,0,257
7/21/2017 20:00,7/21/2017,8:00 PM,70,0,66.666664,0,66.666664
7/21/2017 20:15,7/21/2017,8:15 PM,51.333332,0,50.666668,0,50.666668
7/21/2017 20:30,7/21/2017,8:30 PM,50.666668,0,51,0,50.666668
7/21/2017 20:45,7/21/2017,8:45 PM,50,0,49,0,49
7/21/2017 21:00,7/21/2017,9:00 PM,49,0,48.666668,0,48.666668
7/21/2017 21:15,7/21/2017,9:15 PM,49.666668,0,51,0,49.666668
7/21/2017 21:30,7/21/2017,9:30 PM,50.666668,0,51.666668,0,50.666668
7/21/2017 21:45,7/21/2017,9:45 PM,58.24224,0,50,8.242241,50
7/21/2017 22:00,7/21/2017,10:00 PM,50,0,50,0,50
7/21/2017 22:15,7/21/2017,10:15 PM,51.25,0,52,0,51.25
7/21/2017 22:30,7/21/2017,10:30 PM,52,0,53,0,52
7/21/2017 22:45,7/21/2017,10:45 PM,52,0,51.333332,0,51.333332
7/21/2017 23:00,7/21/2017,11:00 PM,50.666668,0,50.333332,0,50.333332
7/21/2017 23:15,7/21/2017,11:15 PM,52.333332,0,51.666668,0,51.666668
7/21/2017 23:30,7/21/2017,11:30 PM,60.357517,0,51.666668,8.357517,51.666668
7/21/2017 23:45,7/21/2017,11:45 PM,51,0,50,0,50
7/22/2017 0:00,7/22/2017,12:00 AM,50,0,49.666668,0,49.666668
7/22/2017 0:15,7/22/2017,12:15 AM,50.333332,0,50.333332,0,50.333332
7/22/2017 0:30,7/22/2017,12:30 AM,50.666668,0,52.333332,0,50.666668
7/22/2017 0:45,7/22/2017,12:45 AM,49.666668,0,49.333332,0,49.333332
7/22/2017 1:00,7/22/2017,1:00 AM,50,0,50.333332,0,50
7/22/2017 1:15,7/22/2017,1:15 AM,50,0,49.666668,0,49.666668
7/22/2017 1:30,7/22/2017,1:30 AM,51.333332,0,51,0,51
7/22/2017 1:45,7/22/2017,1:45 AM,50.333332,0,50.333332,0,50.333332
7/22/2017 2:00,7/22/2017,2:00 AM,50.333332,0,50.666668,0,50.333332
7/22/2017 2:15,7/22/2017,2:15 AM,51,0,50.666668,0,50.666668
7/22/2017 2:30,7/22/2017,2:30 AM,50,0,49.666668,0,49.666668
7/22/2017 2:45,7/22/2017,2:45 AM,51,0,51.333332,0,51
7/22/2017 3:00,7/22/2017,3:00 AM,50.666668,0,50,0,50
7/22/2017 3:15,7/22/2017,3:15 AM,51.333332,0,51.666668,0,51.333332
7/22/2017 3:30,7/22/2017,3:30 AM,51.333332,0,51.666668,0,51.333332
7/22/2017 3:45,7/22/2017,3:45 AM,52.333332,0,51.666668,0,51.666668
7/22/2017 4:00,7/22/2017,4:00 AM,50.333332,0,51.333332,0,50.333332
7/22/2017 4:15,7/22/2017,4:15 AM,49.333332,0,50,0,49.333332
7/22/2017 4:30,7/22/2017,4:30 AM,49.333332,0,50.333332,0,49.333332
7/22/2017 4:45,7/22/2017,4:45 AM,51,0,50.666668,0,50.666668
7/22/2017 5:00,7/22/2017,5:00 AM,49.333332,0,50.666668,0,49.333332
7/22/2017 5:15,7/22/2017,5:15 AM,51.333332,0,51,0,51
7/22/2017 5:30,7/22/2017,5:30 AM,49.333332,0,50,0,49.333332
7/22/2017 5:45,7/22/2017,5:45 AM,51.666668,0,50.666668,0,50.666668
7/22/2017 6:00,7/22/2017,6:00 AM,50.666668,0,51.333332,0,50.666668
7/22/2017 6:15,7/22/2017,6:15 AM,50.333332,0,50.333332,0,50.333332
7/22/2017 6:30,7/22/2017,6:30 AM,50.666668,0,50,0,50
7/22/2017 6:45,7/22/2017,6:45 AM,61.666668,0,61.666668,0,61.666668
7/22/2017 7:00,7/22/2017,7:00 AM,116,0,52.333332,0,52.333332
7/22/2017 7:15,7/22/2017,7:15 AM,51.666668,0,51.666668,0,51.666668
7/22/2017 7:30,7/22/2017,7:30 AM,80,0,50.666668,0,50.666668
7/22/2017 7:45,7/22/2017,7:45 AM,50.666668,0,50.666668,0,50.666668
7/22/2017 8:00,7/22/2017,8:00 AM,109.333336,0,109.666664,0,109.333336
7/22/2017 8:15,7/22/2017,8:15 AM,1475.2922,0,1466.6666,9.625554,1466.6666
7/22/2017 8:30,7/22/2017,8:30 AM,2032.6666,0,2034,0,2032.6666
7/22/2017 8:45,7/22/2017,8:45 AM,2208.6667,0,2226,0,2208.6667
7/22/2017 9:00,7/22/2017,9:00 AM,2369.6667,0,2376.6667,0,2369.6667
7/22/2017 9:15,7/22/2017,9:15 AM,2536.6667,0,2548,0,2536.6667
7/22/2017 9:30,7/22/2017,9:30 AM,2672.6667,0,2682.6667,0,2672.6667
7/22/2017 9:45,7/22/2017,9:45 AM,2815.3333,0,2826.3333,0,2815.3333
7/22/2017 10:00,7/22/2017,10:00 AM,2965,0,2952.3333,0,2952.3333
7/22/2017 10:15,7/22/2017,10:15 AM,3076,0,3064,0,3064
7/22/2017 10:30,7/22/2017,10:30 AM,3176,0,3172.3333,0,3172.3333
7/22/2017 10:45,7/22/2017,10:45 AM,3259.6667,0,3253.6667,0,3253.6667
7/22/2017 11:00,7/22/2017,11:00 AM,3345.3333,0,3359.6667,0,3345.3333
7/22/2017 11:15,7/22/2017,11:15 AM,3421,0,3421,0,3421
7/22/2017 11:30,7/22/2017,11:30 AM,3494.6667,0,3495,0,3494.6667
7/22/2017 11:45,7/22/2017,11:45 AM,3569.6667,0,3561,0,3561
7/22/2017 12:00,7/22/2017,12:00 PM,3594,0,3584,0,3584
7/22/2017 12:15,7/22/2017,12:15 PM,3641.3333,0,3635.3333,0,3635.3333
7/22/2017 12:30,7/22/2017,12:30 PM,3654.3333,0,3661.3333,0,3654.3333
7/22/2017 12:45,7/22/2017,12:45 PM,3678.3333,0,3670.3333,0,3670.3333
7/22/2017 13:00,7/22/2017,1:00 PM,3656.3333,0,3673.6667,0,3656.3333
7/22/2017 13:15,7/22/2017,1:15 PM,3668,0,3675.6667,0,3668
7/22/2017 13:30,7/22/2017,1:30 PM,3647,0,3653.6667,0,3647
7/22/2017 13:45,7/22/2017,1:45 PM,3630.6667,0,3639.6667,0,3630.6667
7/22/2017 14:00,7/22/2017,2:00 PM,3608,0,3611.6667,0,3608
7/22/2017 14:15,7/22/2017,2:15 PM,3555,0,3569.6667,0,3555
7/22/2017 14:30,7/22/2017,2:30 PM,3478,0,3482,0,3478
7/22/2017 14:45,7/22/2017,2:45 PM,3420,0,3413.3333,0,3413.3333
7/22/2017 15:00,7/22/2017,3:00 PM,3356.3333,0,3346.3333,0,3346.3333
7/22/2017 15:15,7/22/2017,3:15 PM,3244.3333,0,3253,0,3244.3333
7/22/2017 15:30,7/22/2017,3:30 PM,3174.6667,0,3159.3333,0,3159.3333
7/22/2017 15:45,7/22/2017,3:45 PM,3055,0,3069,0,3055
7/22/2017 16:00,7/22/2017,4:00 PM,2942.3333,0,2942.3333,0,2942.3333
7/22/2017 16:15,7/22/2017,4:15 PM,2805.3333,0,2806,0,2805.3333
7/22/2017 16:30,7/22/2017,4:30 PM,2678,0,2683,0,2678
7/22/2017 16:45,7/22/2017,4:45 PM,2533.3333,0,2533.3333,0,2533.3333
7/22/2017 17:00,7/22/2017,5:00 PM,2386.6667,0,2389.3333,0,2386.6667
7/22/2017 17:15,7/22/2017,5:15 PM,2202,0,2213.6667,0,2202
7/22/2017 17:30,7/22/2017,5:30 PM,2032,0,2038.6666,0,2032
7/22/2017 17:45,7/22/2017,5:45 PM,1848.6666,0,1855.6666,0,1848.6666
7/22/2017 18:00,7/22/2017,6:00 PM,1674.6666,0,1671.3334,0,1671.3334
7/22/2017 18:15,7/22/2017,6:15 PM,1503,0,1516.6666,0,1503
7/22/2017 18:30,7/22/2017,6:30 PM,1394.3334,0,1389.3334,0,1389.3334
7/22/2017 18:45,7/22/2017,6:45 PM,995.3333,0,998.6667,0,995.3333
7/22/2017 19:00,7/22/2017,7:00 PM,609,0,602.3333,0,602.3333
7/22/2017 19:15,7/22/2017,7:15 PM,620.6667,0,617.6667,0,617.6667
7/22/2017 19:30,7/22/2017,7:30 PM,261.33334,0,259,0,259
7/22/2017 19:45,7/22/2017,7:45 PM,219.66667,0,222.33333,0,219.66667
7/22/2017 20:00,7/22/2017,8:00 PM,65.666664,0,64.666664,0,64.666664
7/22/2017 20:15,7/22/2017,8:15 PM,49.333332,0,50,0,49.333332
7/22/2017 20:30,7/22/2017,8:30 PM,50.666668,0,50.333332,0,50.333332
7/22/2017 20:45,7/22/2017,8:45 PM,50.333332,0,50.666668,0,50.333332
7/22/2017 21:00,7/22/2017,9:00 PM,50,0,50.333332,0,50
7/22/2017 21:15,7/22/2017,9:15 PM,50.666668,0,51,0,50.666668
7/22/2017 21:30,7/22/2017,9:30 PM,51.333332,0,50.333332,0,50.333332
7/22/2017 21:45,7/22/2017,9:45 PM,51,0,51.333332,0,51
7/22/2017 22:00,7/22/2017,10:00 PM,50,0,49.333332,0,49.333332
7/22/2017 22:15,7/22/2017,10:15 PM,49.5,0,49,0,49
7/22/2017 22:30,7/22/2017,10:30 PM,49.333332,0,50.333332,0,49.333332
7/22/2017 22:45,7/22/2017,10:45 PM,34.333332,0,49.333332,0,34.333332
7/22/2017 23:00,7/22/2017,11:00 PM,0,0,49,0,0
7/22/2017 23:15,7/22/2017,11:15 PM,0,0,50,0,0
7/22/2017 23:30,7/22/2017,11:30 PM,0,0,51,0,0
7/22/2017 23:45,7/22/2017,11:45 PM,0,0,48.333332,0,0
7/23/2017 0:00,7/23/2017,12:00 AM,0,0,48.666668,0,0
7/23/2017 0:15,7/23/2017,12:15 AM,0,0,50.666668,0,0
7/23/2017 0:30,7/23/2017,12:30 AM,0,0,50.666668,0,0
7/23/2017 0:45,7/23/2017,12:45 AM,0,0,49,0,0
7/23/2017 1:00,7/23/2017,1:00 AM,0,0,50,0,0
7/23/2017 1:15,7/23/2017,1:15 AM,0,0,51.333332,0,0
7/23/2017 1:30,7/23/2017,1:30 AM,0,0,50.333332,0,0
7/23/2017 1:45,7/23/2017,1:45 AM,0,0,50.666668,0,0
7/23/2017 2:00,7/23/2017,2:00 AM,0,0,50.666668,0,0
7/23/2017 2:15,7/23/2017,2:15 AM,0,0,50,0,0
7/23/2017 2:30,7/23/2017,2:30 AM,0,0,50,0,0
7/23/2017 2:45,7/23/2017,2:45 AM,0,0,49.666668,0,0
7/23/2017 3:00,7/23/2017,3:00 AM,0,0,51.666668,0,0
7/23/2017 3:15,7/23/2017,3:15 AM,0,0,51,0,0
7/23/2017 3:30,7/23/2017,3:30 AM,0,0,50.333332,0,0
7/23/2017 3:45,7/23/2017,3:45 AM,0,0,50.333332,0,0
7/23/2017 4:00,7/23/2017,4:00 AM,0,0,50.666668,0,0
7/23/2017 4:15,7/23/2017,4:15 AM,0,0,49.333332,0,0
7/23/2017 4:30,7/23/2017,4:30 AM,0,0,51.333332,0,0
7/23/2017 4:45,7/23/2017,4:45 AM,0,0,50.666668,0,0
7/23/2017 5:00,7/23/2017,5:00 AM,0,0,51.666668,0,0
7/23/2017 5:15,7/23/2017,5:15 AM,0,0,52.333332,0,0
7/23/2017 5:30,7/23/2017,5:30 AM,0,0,51.333332,0,0
7/23/2017 5:45,7/23/2017,5:45 AM,0,0,50.333332,0,0
7/23/2017 6:00,7/23/2017,6:00 AM,0,0,50,0,0
7/23/2017 6:15,7/23/2017,6:15 AM,0,0,50,0,0
7/23/2017 6:30,7/23/2017,6:30 AM,0,0,50.666668,0,0
7/23/2017 6:45,7/23/2017,6:45 AM,0,0,51.666668,0,0
7/23/2017 7:00,7/23/2017,7:00 AM,0,0,71,0,0
7/23/2017 7:15,7/23/2017,7:15 AM,0,0,51,0,0
7/23/2017 7:30,7/23/2017,7:30 AM,0,0,50,0,0
7/23/2017 7:45,7/23/2017,7:45 AM,0,0,49.333332,0,0
7/23/2017 8:00,7/23/2017,8:00 AM,0,0,77.333336,0,0
7/23/2017 8:15,7/23/2017,8:15 AM,0,0,1703.3334,0,0
7/23/2017 8:30,7/23/2017,8:30 AM,8.011688,8.299879,1889.6666,8.011688,8.011688
7/23/2017 8:45,7/23/2017,8:45 AM,0,0,2078,0,0
7/23/2017 9:00,7/23/2017,9:00 AM,0,0,2253.6667,0,0
7/23/2017 9:15,7/23/2017,9:15 AM,0,0,2416.6667,0,0
7/23/2017 9:30,7/23/2017,9:30 AM,0,0,2575.6667,0,0
7/23/2017 9:45,7/23/2017,9:45 AM,0,0,2732,0,0
7/23/2017 10:00,7/23/2017,10:00 AM,0,0,2868.3333,0,0
7/23/2017 10:15,7/23/2017,10:15 AM,0,0,2987.3333,0,0
7/23/2017 10:30,7/23/2017,10:30 AM,0,0,3099,0,0
7/23/2017 10:45,7/23/2017,10:45 AM,0,0,3223.6667,0,0
7/23/2017 11:00,7/23/2017,11:00 AM,0,0,3320,0,0
7/23/2017 11:15,7/23/2017,11:15 AM,0,0,3402.3333,0,0
7/23/2017 11:30,7/23/2017,11:30 AM,0,0,3435.6667,0,0
7/23/2017 11:45,7/23/2017,11:45 AM,0,0,3499,0,0
7/23/2017 12:00,7/23/2017,12:00 PM,0,0,3529.3333,0,0
7/23/2017 12:15,7/23/2017,12:15 PM,0,0,3578,0,0
7/23/2017 12:30,7/23/2017,12:30 PM,0,0,3594.3333,0,0
7/23/2017 12:45,7/23/2017,12:45 PM,0,0,3603.6667,0,0
7/23/2017 13:00,7/23/2017,1:00 PM,0,0,3602.6667,0,0
7/23/2017 13:15,7/23/2017,1:15 PM,0,0,3599,0,0
7/23/2017 13:30,7/23/2017,1:30 PM,0,0,3565.3333,0,0
7/23/2017 13:45,7/23/2017,1:45 PM,0,0,3579,0,0
7/23/2017 14:00,7/23/2017,2:00 PM,0,0,3549.6667,0,0
7/23/2017 14:15,7/23/2017,2:15 PM,0,0,3485.3333,0,0
7/23/2017 14:30,7/23/2017,2:30 PM,0,0,3438,0,0
7/23/2017 14:45,7/23/2017,2:45 PM,0,0,3376,0,0
7/23/2017 15:00,7/23/2017,3:00 PM,0,0,3300,0,0
7/23/2017 15:15,7/23/2017,3:15 PM,0,0,3210,0,0
7/23/2017 15:30,7/23/2017,3:30 PM,0,0,3126,0,0
7/23/2017 15:45,7/23/2017,3:45 PM,0,0,3026,0,0
7/23/2017 16:00,7/23/2017,4:00 PM,0,0,7665,0,0
7/23/2017 16:15,7/23/2017,4:15 PM,0,0,7589.3335,0,0
7/23/2017 16:30,7/23/2017,4:30 PM,0,0,7418.6665,0,0
7/23/2017 16:45,7/23/2017,4:45 PM,0,0,7287.3335,0,0
7/23/2017 17:00,7/23/2017,5:00 PM,0,0,6779.6665,0,0
7/23/2017 17:15,7/23/2017,5:15 PM,0,0,3659.6667,0,0
7/23/2017 17:30,7/23/2017,5:30 PM,0,0,2024.3334,0,0
7/23/2017 17:45,7/23/2017,5:45 PM,0,0,1848,0,0
7/23/2017 18:00,7/23/2017,6:00 PM,0,0,1642.3334,0,0
7/23/2017 18:15,7/23/2017,6:15 PM,0,0,1439,0,0
7/23/2017 18:30,7/23/2017,6:30 PM,0,0,1266.6666,0,0
7/23/2017 18:45,7/23/2017,6:45 PM,0,0,1061.3334,0,0
7/23/2017 19:00,7/23/2017,7:00 PM,0,0,836.6667,0,0
7/23/2017 19:15,7/23/2017,7:15 PM,0,0,628,0,0
7/23/2017 19:30,7/23/2017,7:30 PM,0,0,349.66666,0,0
7/23/2017 19:45,7/23/2017,7:45 PM,0,0,143.33333,0,0
7/23/2017 20:00,7/23/2017,8:00 PM,0,0,32.666668,0,0
7/23/2017 20:15,7/23/2017,8:15 PM,0,0,0,0,0
7/23/2017 20:30,7/23/2017,8:30 PM,0,0,17.333334,0,0
7/23/2017 20:45,7/23/2017,8:45 PM,0,0,6.666667,0,0
7/23/2017 21:00,7/23/2017,9:00 PM,0,0,0,0,0
7/23/2017 21:15,7/23/2017,9:15 PM,0,0,18,0,0
7/23/2017 21:30,7/23/2017,9:30 PM,0,0,8.666667,0,0
7/23/2017 21:45,7/23/2017,9:45 PM,0,0,5.666667,0,0
7/23/2017 22:00,7/23/2017,10:00 PM,0,0,4.333333,0,0
7/23/2017 22:15,7/23/2017,10:15 PM,0,0,19,0,0
7/23/2017 22:30,7/23/2017,10:30 PM,31.333334,0,8,0,8
7/23/2017 22:45,7/23/2017,10:45 PM,8.666667,0,5.666667,0,5.666667
7/23/2017 23:00,7/23/2017,11:00 PM,21.333334,0,15,0,15
7/23/2017 23:15,7/23/2017,11:15 PM,21.666666,0,9,0,9
7/23/2017 23:30,7/23/2017,11:30 PM,21,0,0,0,0
7/23/2017 23:45,7/23/2017,11:45 PM,11.333333,0,0,0,0
7/24/2017 0:00,7/24/2017,12:00 AM,19.5,0,0,0,0
7/24/2017 0:15,7/24/2017,12:15 AM,0,0,8.333333,0,0
7/24/2017 0:30,7/24/2017,12:30 AM,0,0,0,0,0
7/24/2017 0:45,7/24/2017,12:45 AM,20,8.415155,5.333333,0,5.333333
7/24/2017 1:00,7/24/2017,1:00 AM,0,0,5.666667,0,0
7/24/2017 1:15,7/24/2017,1:15 AM,0,0,0,0,0
7/24/2017 1:30,7/24/2017,1:30 AM,22.333334,0,15,9.510278,15
7/24/2017 1:45,7/24/2017,1:45 AM,21,0,0,0,0
7/24/2017 2:00,7/24/2017,2:00 AM,10.666667,0,0,0,0
7/24/2017 2:15,7/24/2017,2:15 AM,22.333334,0,6,0,6
7/24/2017 2:30,7/24/2017,2:30 AM,26.666666,0,0,0,0
7/24/2017 2:45,7/24/2017,2:45 AM,10.333333,0,7,0,7
7/24/2017 3:00,7/24/2017,3:00 AM,12,0,5.666667,0,5.666667
7/24/2017 3:15,7/24/2017,3:15 AM,0,0,0,0,0
7/24/2017 3:30,7/24/2017,3:30 AM,0,0,5,0,0
7/24/2017 3:45,7/24/2017,3:45 AM,20,0,5,0,5
7/24/2017 4:00,7/24/2017,4:00 AM,0,0,7.333333,0,0
7/24/2017 4:15,7/24/2017,4:15 AM,11,0,5.333333,0,5.333333
7/24/2017 4:30,7/24/2017,4:30 AM,0,0,4.666667,0,0
7/24/2017 4:45,7/24/2017,4:45 AM,0,0,30.333332,0,0
7/24/2017 5:00,7/24/2017,5:00 AM,19.42765,0,15.333334,8.760983,15.333334
7/24/2017 5:15,7/24/2017,5:15 AM,11,0,4.666667,0,4.666667
7/24/2017 5:30,7/24/2017,5:30 AM,0,0,0,0,0
7/24/2017 5:45,7/24/2017,5:45 AM,20,0,6,0,6
7/24/2017 6:00,7/24/2017,6:00 AM,0,0,4.333333,0,0
7/24/2017 6:15,7/24/2017,6:15 AM,12.666667,8.299879,9.333333,0,9.333333
7/24/2017 6:30,7/24/2017,6:30 AM,41,0,27,0,27
7/24/2017 6:45,7/24/2017,6:45 AM,50.666668,0,52,0,50.666668
7/24/2017 7:00,7/24/2017,7:00 AM,49.333332,0,50.333332,0,49.333332
7/24/2017 7:15,7/24/2017,7:15 AM,49.666668,0,50,0,49.666668
7/24/2017 7:30,7/24/2017,7:30 AM,49.333332,0,53.333332,0,49.333332
7/24/2017 7:45,7/24/2017,7:45 AM,59.703346,0,53.333332,8.703345,53.333332
7/24/2017 8:00,7/24/2017,8:00 AM,52.666668,0,52.666668,0,52.666668
7/24/2017 8:15,7/24/2017,8:15 AM,52.666668,0,52.333332,0,52.333332
7/24/2017 8:30,7/24/2017,8:30 AM,51,0,52.666668,0,51
7/24/2017 8:45,7/24/2017,8:45 AM,51,0,50,0,50
7/24/2017 9:00,7/24/2017,9:00 AM,57.74849,0,50.666668,8.415155,50.666668
7/24/2017 9:15,7/24/2017,9:15 AM,51,0,51,0,51
7/24/2017 9:30,7/24/2017,9:30 AM,50,0,51.666668,0,50
7/24/2017 9:45,7/24/2017,9:45 AM,51.333332,0,51.333332,0,51.333332
7/24/2017 10:00,7/24/2017,10:00 AM,51,0,50.666668,0,50.666668
7/24/2017 10:15,7/24/2017,10:15 AM,50.666668,0,50.333332,0,50.333332
7/24/2017 10:30,7/24/2017,10:30 AM,50,0,51,0,50
7/24/2017 10:45,7/24/2017,10:45 AM,52.333332,0,51.333332,0,51.333332
7/24/2017 11:00,7/24/2017,11:00 AM,1151.979,0,1148.3334,8.645707,1148.3334
7/24/2017 11:15,7/24/2017,11:15 AM,3399.6667,0,3383.6667,0,3383.6667
7/24/2017 11:30,7/24/2017,11:30 AM,3473.6667,0,3480.3333,0,3473.6667
7/24/2017 11:45,7/24/2017,11:45 AM,3544,0,3536.6667,0,3536.6667
7/24/2017 12:00,7/24/2017,12:00 PM,3582,0,3571.3333,0,3571.3333
7/24/2017 12:15,7/24/2017,12:15 PM,3622,0,3630,0,3622
7/24/2017 12:30,7/24/2017,12:30 PM,3622,0,3637.3333,0,3622
7/24/2017 12:45,7/24/2017,12:45 PM,3631.6667,0,3640.6667,0,3631.6667
7/24/2017 13:00,7/24/2017,1:00 PM,3654.3333,0,3666,0,3654.3333
7/24/2017 13:15,7/24/2017,1:15 PM,3673.3333,0,3670.6667,0,3670.6667
7/24/2017 13:30,7/24/2017,1:30 PM,3671.3333,0,3661.6667,0,3661.6667
7/24/2017 13:45,7/24/2017,1:45 PM,3615.3333,0,3630.6667,0,3615.3333
7/24/2017 14:00,7/24/2017,2:00 PM,3601.6667,0,3580.6667,0,3580.6667
7/24/2017 14:15,7/24/2017,2:15 PM,3555.6785,0,3544.6667,8.011688,3544.6667
7/24/2017 14:30,7/24/2017,2:30 PM,3471.3333,0,3472,0,3471.3333
7/24/2017 14:45,7/24/2017,2:45 PM,3405.6667,0,3405.3333,0,3405.3333
7/24/2017 15:00,7/24/2017,3:00 PM,3358,0,3359.3333,0,3358
