timestamp,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,visibility,windBearing,windSpeed
"2017-07-19 23:00:00","60.75","0.04","53.39","0.77","clear-night","0","0","1016.82","Clear","60.75","1500530400","10","286","2.55"
"2017-07-20 00:00:00","59.48","0.04","53.42","0.8","clear-night","0","0","1016.76","Clear","59.48","1500534000","10","293","4.01"
"2017-07-20 01:00:00","59.81","0.04","53.53","0.8","clear-night","0","0","1016.82","Clear","59.81","1500537600","10","291","4.65"
"2017-07-20 02:00:00","59.24","0.02","53.37","0.81","clear-night","0","0","1016.72","Clear","59.24","1500541200","10","259","1.69"
"2017-07-20 03:00:00","58.87","0.02","53.78","0.83","clear-night","0","0","1016.7","Clear","58.87","1500544800","10","248","5.11"
"2017-07-20 04:00:00","58.74","0.02","53.95","0.84","clear-night","0","0","1016.75","Clear","58.74","1500548400","10","254","4.99"
"2017-07-20 05:00:00","58.9","0.02","53.48","0.82","clear-night","0","0","1016.96","Clear","58.9","1500552000","10","245","4.81"
"2017-07-20 06:00:00","58.03","0.08","53.23","0.84","clear-night","0","0","1017.46","Clear","58.03","1500555600","10","233","3.87"
"2017-07-20 07:00:00","59.04","0.04","54.41","0.85","clear-day","0","0","1017.88","Clear","59.04","1500559200","10","239","2.58"
"2017-07-20 08:00:00","61.57","0.04","54.51","0.78","clear-day","0","0","1018.08","Clear","61.57","1500562800","10","273","0.96"
"2017-07-20 09:00:00","63.72","0.14","53.78","0.7","clear-day","0","0","1018.27","Clear","63.72","1500566400","10","320","0.71"
"2017-07-20 10:00:00","66.12","0.1","53.67","0.64","clear-day","0","0","1018.27","Clear","66.12","1500570000","10","347","2.95"
"2017-07-20 11:00:00","68.15","0.04","51.91","0.56","clear-day","0","0","1018.42","Clear","68.15","1500573600","10","267","5.45"
"2017-07-20 12:00:00","69.72","0.02","53.08","0.56","clear-day","0","0","1018.43","Clear","69.72","1500577200","10","301","7.39"
"2017-07-20 13:00:00","70.11","0.03","56.22","0.61","clear-day","0","0","1018.05","Clear","70.11","1500580800","10","317","9.29"
"2017-07-20 14:00:00","71.66","0.04","56.79","0.6","clear-day","0","0","1017.68","Clear","71.66","1500584400","10","307","10.06"
"2017-07-20 15:00:00","72.67","0.03","56.36","0.57","clear-day","0","0","1017.36","Clear","72.67","1500588000","10","317","10.94"
"2017-07-20 16:00:00","73.06","0.07","56.12","0.55","clear-day","0","0","1016.92","Clear","73.06","1500591600","10","317","10.33"
"2017-07-20 17:00:00","73.13","0.1","54.49","0.52","clear-day","0","0","1016.53","Clear","73.13","1500595200","10","306","9.2"
"2017-07-20 18:00:00","72.15","0.1","54.33","0.54","clear-day","0","0","1016.14","Clear","72.15","1500598800","10","313","9"
"2017-07-20 19:00:00","70.61","0.07","53.16","0.54","clear-day","0","0","1016.03","Clear","70.61","1500602400","10","304","8.48"
"2017-07-20 20:00:00","67.11","0.07","52.09","0.59","clear-day","0","0","1016.27","Clear","67.11","1500606000","10","302","8.14"
"2017-07-20 21:00:00","61.74","0.03","52.99","0.73","clear-night","0","0","1016.33","Clear","61.74","1500609600","10","319","7.71"
"2017-07-20 22:00:00","61.66","0.02","51.89","0.7","clear-night","0","0","1016.73","Clear","61.66","1500613200","10","305","4.09"
"2017-07-20 23:00:00","61.07","0.02","51.14","0.7","clear-night","0","0","1016.87","Clear","61.07","1500616800","10","300","4.43"
"2017-07-21 00:00:00","60.1","0.02","51","0.72","clear-night","0","0","1016.71","Clear","60.1","1500620400","10","310","3.91"
"2017-07-21 01:00:00","59.27","0.04","51.96","0.77","clear-night","0","0","1016.45","Clear","59.27","1500624000","10","313","3.69"
"2017-07-21 02:00:00","59.36","0.04","51.2","0.74","clear-night","0","0","1016.16","Clear","59.36","1500627600","10","249","5.28"
"2017-07-21 03:00:00","58.31","0.04","51.76","0.79","clear-night","0","0","1016.01","Clear","58.31","1500631200","10","268","2.1"
"2017-07-21 04:00:00","58.24","0.02","52.53","0.81","clear-night","0","0","1015.86","Clear","58.24","1500634800","10","227","2.66"
"2017-07-21 05:00:00","57.34","0.02","51.94","0.82","clear-night","0","0","1016","Clear","57.34","1500638400","10","189","2.34"
"2017-07-21 06:00:00","57.54","0.02","52.93","0.85","clear-night","0","0","1016.31","Clear","57.54","1500642000","10","237","4.37"
"2017-07-21 07:00:00","58.41","0.03","53.37","0.83","clear-day","0","0","1016.54","Clear","58.41","1500645600","10","251","4.02"
"2017-07-21 08:00:00","61.12","0.03","53.69","0.77","clear-day","0","0","1016.74","Clear","61.12","1500649200","10","308","2.01"
"2017-07-21 09:00:00","63.12","0.07","54.12","0.72","clear-day","0","0","1016.9","Clear","63.12","1500652800","10","310","1.55"
"2017-07-21 10:00:00","65.89","0.07","53.95","0.65","clear-day","0","0","1016.72","Clear","65.89","1500656400","10","292","2.65"
"2017-07-21 11:00:00","67.47","0.07","54.1","0.62","clear-day","0","0","1016.64","Clear","67.47","1500660000","10","322","5.04"
"2017-07-21 12:00:00","70.53","0.07","52.34","0.53","clear-day","0","0","1016.32","Clear","70.53","1500663600","10","313","6.68"
"2017-07-21 13:00:00","72.21","0.06","54.72","0.54","clear-day","0","0","1015.93","Clear","72.21","1500667200","10","328","8.63"
"2017-07-21 14:00:00","74.08","0.06","55.53","0.52","clear-day","0","0","1015.48","Clear","74.08","1500670800","10","317","10.49"
"2017-07-21 15:00:00","75.04","0.02","55.92","0.51","clear-day","0","0","1015","Clear","75.04","1500674400","10","313","12.1"
"2017-07-21 16:00:00","75.36","0.02","54.65","0.49","clear-day","0","0","1014.62","Clear","75.36","1500678000","10","311","13.27"
"2017-07-21 17:00:00","73.05","0.02","53.91","0.51","clear-day","0","0","1014.39","Clear","73.05","1500681600","10","308","10.64"
"2017-07-21 18:00:00","70.19","0.07","54.17","0.57","clear-day","0","0","1014.24","Clear","70.19","1500685200","10","307","10.99"
"2017-07-21 19:00:00","68.4","0.08","53.62","0.59","clear-day","0","0","1014.39","Clear","68.4","1500688800","10","311","9.66"
"2017-07-21 20:00:00","65.23","0.12","52.69","0.64","clear-day","0","0","1014.47","Clear","65.23","1500692400","10","301","8.99"
"2017-07-21 21:00:00","62.99","0.08","53.66","0.72","clear-night","0","0","1014.63","Clear","62.99","1500696000","10","303","6.52"
"2017-07-21 22:00:00","61.22","0.04","53.5","0.76","clear-night","0","0","1014.91","Clear","61.22","1500699600","10","315","4.36"
"2017-07-21 23:00:00","60.36","0.04","53.79","0.79","clear-night","0","0","1014.84","Clear","60.36","1500703200","10","310","3.25"
"2017-07-22 00:00:00","60.2","0.04","53.99","0.8","clear-night","0","0","1014.55","Clear","60.2","1500706800","10","297","2.2"
"2017-07-22 01:00:00","59.82","0.04","53.94","0.81","clear-night","0","0","1014.33","Clear","59.82","1500710400","10","246","4.68"
"2017-07-22 02:00:00","59.05","0.04","53.92","0.83","clear-night","0","0","1013.95","Clear","59.05","1500714000","10","270","1.62"
"2017-07-22 03:00:00","58.64","0.02","53.89","0.84","clear-night","0","0","1013.64","Clear","58.64","1500717600","10","323","1.27"
"2017-07-22 04:00:00","58.32","0.02","53.87","0.85","clear-night","0","0","1013.36","Clear","58.32","1500721200","10","270","1.92"
"2017-07-22 05:00:00","57.75","0.02","53.67","0.86","clear-night","0","0","1013.26","Clear","57.75","1500724800","10","237","1.89"
"2017-07-22 06:00:00","57.91","0.08","52.97","0.84","clear-night","0","0","1013.33","Clear","57.91","1500728400","10","338","0.91"
"2017-07-22 07:00:00","58.56","0.09","53.35","0.83","clear-day","0","0","1013.69","Clear","58.56","1500732000","9.95","207","1.53"
"2017-07-22 08:00:00","61.97","0.04","54.96","0.78","clear-day","0","0","1014.11","Clear","61.97","1500735600","10","158","2.1"
"2017-07-22 09:00:00","65.04","0.01","55.51","0.71","clear-day","0","0","1014.08","Clear","65.04","1500739200","10","181","1.09"
"2017-07-22 10:00:00","68.05","0.01","55.87","0.65","clear-day","0","0","1013.95","Clear","68.05","1500742800","10","326","2.53"
"2017-07-22 11:00:00","71.57","0.01","56.78","0.6","clear-day","0","0","1013.58","Clear","71.57","1500746400","10","342","4.66"
"2017-07-22 12:00:00","74.91","0.01","57.14","0.54","clear-day","0","0","1013.17","Clear","74.91","1500750000","10","344","5.28"
"2017-07-22 13:00:00","77.73","0.01","56.21","0.48","clear-day","0","0","1012.71","Clear","77.73","1500753600","10","348","6.4"
"2017-07-22 14:00:00","81.74","0.03","54.47","0.39","clear-day","0","0","1012.05","Clear","81.74","1500757200","10","330","7.69"
"2017-07-22 15:00:00","82.75","0.02","56.05","0.4","clear-day","0","0","1011.3","Clear","82.75","1500760800","10","331","8.41"
"2017-07-22 16:00:00","83.29","0.07","56.87","0.41","clear-day","0","0","1010.75","Clear","83.29","1500764400","10","324","9.13"
"2017-07-22 17:00:00","83.1","0.07","56.89","0.41","clear-day","0","0","1010.12","Clear","83.1","1500768000","10","327","12.11"
"2017-07-22 18:00:00","81.58","0.11","55.17","0.4","clear-day","0","0","1009.93","Clear","81.58","1500771600","10","329","9.64"
"2017-07-22 19:00:00","80.66","0.11","56.17","0.43","clear-day","0","0","1010.01","Clear","80.6","1500775200","10","321","10.26"
"2017-07-22 20:00:00","75.5","0.18","55.34","0.5","clear-day","0","0","1010.29","Clear","75.5","1500778800","10","318","8.71"
"2017-07-22 21:00:00","70.75","0.15","55.8","0.59","clear-night","0","0","1010.68","Clear","70.75","1500782400","10","311","7.05"
"2017-07-22 22:00:00","69.87","0.11","53.85","0.57","clear-night","0","0","1011.09","Clear","69.87","1500786000","10","303","3.92"
"2017-07-22 23:00:00","67.93","0.07","55.68","0.65","clear-night","0","0","1011.24","Clear","67.93","1500789600","10","316","4.03"
"2017-07-23 00:00:00","66.04","0.05","55.95","0.7","clear-night","0","0","1011.2","Clear","66.04","1500793200","10","329","3.16"
"2017-07-23 01:00:00","65.81","0","55.54","0.69","clear-night","0","0","1010.85","Clear","65.81","1500796800","10","313","4.51"
"2017-07-23 02:00:00","64.47","0.02","56.19","0.75","clear-night","0","0","1010.42","Clear","64.47","1500800400","10","316","5.14"
"2017-07-23 03:00:00","64.32","0.02","56.5","0.76","clear-night","0","0","1010.05","Clear","64.32","1500804000","10","309","2.99"
"2017-07-23 04:00:00","63.6","0.04","55.62","0.75","clear-night","0","0","1009.88","Clear","63.6","1500807600","10","313","2.58"
"2017-07-23 05:00:00","62.58","0.04","55.79","0.78","clear-night","0","0","1010.14","Clear","62.58","1500811200","10","317","4.18"
"2017-07-23 06:00:00","61.66","0.09","56.32","0.83","clear-night","0","0","1010.4","Clear","61.66","1500814800","10","305","3.35"
"2017-07-23 07:00:00","61.81","0.09","56.82","0.84","clear-day","0","0","1010.83","Clear","61.81","1500818400","10","278","4.19"
"2017-07-23 08:00:00","65.09","0.16","57.04","0.75","clear-day","0","0","1011.09","Clear","65.09","1500822000","10","306","4.55"
"2017-07-23 09:00:00","67.84","0.16","57.47","0.69","clear-day","0","0","1011.14","Clear","67.84","1500825600","10","337","3.65"
"2017-07-23 10:00:00","70.68","0.16","58.28","0.65","clear-day","0","0","1010.87","Clear","70.68","1500829200","10","330","5"
"2017-07-23 11:00:00","73.13","0.12","56.75","0.57","clear-day","0","0","1010.82","Clear","73.13","1500832800","10","323","5.69"
"2017-07-23 12:00:00","75.68","0.12","56.3","0.51","clear-day","0","0","1010.63","Clear","75.68","1500836400","10","327","7.08"
"2017-07-23 13:00:00","78.08","0.08","55.23","0.45","clear-day","0","0","1010.29","Clear","78.08","1500840000","10","333","8.49"
"2017-07-23 14:00:00","76.94","0.03","58.33","0.53","clear-day","0","0","1009.85","Clear","76.94","1500843600","10","320","11.13"
"2017-07-23 15:00:00","76.98","0.03","57.97","0.52","clear-day","0","0","1009.58","Clear","76.98","1500847200","10","320","12.07"
"2017-07-23 16:00:00","76.23","0.04","56.23","0.5","clear-day","0","0","1009.17","Clear","76.23","1500850800","10","321","12.84"
"2017-07-23 17:00:00","74.58","0.03","57.27","0.55","clear-day","0","0","1008.83","Clear","74.58","1500854400","10","316","11.71"
"2017-07-23 18:00:00","73.25","0.04","55.85","0.55","clear-day","0","0","1008.56","Clear","73.25","1500858000","10","321","10.1"
"2017-07-23 19:00:00","70.73","0.08","56.68","0.61","clear-day","0","0","1008.49","Clear","70.73","1500861600","10","311","10.02"
"2017-07-23 20:00:00","67.49","0.12","56.38","0.68","clear-day","0","0","1008.89","Clear","67.49","1500865200","10","321","8.34"
"2017-07-23 21:00:00","64.44","0.08","55.87","0.74","clear-night","0","0","1009.42","Clear","64.44","1500868800","10","320","7.25"
"2017-07-23 22:00:00","63.12","0.08","56.51","0.79","clear-night","0","0","1010.18","Clear","63.12","1500872400","10","318","6.92"
"2017-07-23 23:00:00","61.52","0.09","56.13","0.82","clear-night","0","0","1010.42","Clear","61.52","1500876000","10","309","5.39"
"2017-07-24 00:00:00","60.75","0.2","56.25","0.85","clear-night","0","0","1010.51","Clear","60.75","1500879600","10","292","4.61"
"2017-07-24 01:00:00","60.13","0.2","55.95","0.86","clear-night","0","0","1010.49","Clear","60.13","1500883200","10","297","5.02"
"2017-07-24 02:00:00","59.72","0.24","55.7","0.87","clear-night","0","0","1010.38","Clear","59.72","1500886800","10","309","3.69"
"2017-07-24 03:00:00","59.85","0.08","55.75","0.86","clear-night","0","0","1010.23","Clear","59.85","1500890400","10","300","3.54"
"2017-07-24 04:00:00","59.5","0.08","55.83","0.88","clear-night","0","0","1010.21","Clear","59.5","1500894000","10","337","4.88"
"2017-07-24 05:00:00","59.2","0.08","54.76","0.85","clear-night","0","0","1010.25","Clear","59.2","1500897600","10","321","2.3"
"2017-07-24 06:00:00","58.99","0.25","54.84","0.86","partly-cloudy-night","0","0","1010.4","Partly Cloudy","58.99","1500901200","10","332","3.18"
"2017-07-24 07:00:00","59.12","0.19","55.35","0.87","clear-day","0","0","1010.94","Clear","59.12","1500904800","10","352","2.94"
"2017-07-24 08:00:00","60.77","0.19","54.92","0.81","clear-day","0","0","1011.32","Clear","60.77","1500908400","10","16","1.37"
"2017-07-24 09:00:00","63.28","0.29","56.23","0.78","partly-cloudy-day","0","0","1011.52","Partly Cloudy","63.28","1500912000","10","345","1.79"
"2017-07-24 10:00:00","66.03","0.13","54.92","0.67","clear-day","0","0","1011.26","Clear","66.03","1500915600","10","359","1.47"
"2017-07-24 11:00:00","69.6","0.1","56.08","0.62","clear-day","0","0","1011.3","Clear","69.6","1500919200","10","347","3.48"
"2017-07-24 12:00:00","72.44","0.13","55.29","0.55","clear-day","0","0","1010.98","Clear","72.44","1500922800","10","349","6.87"
"2017-07-24 13:00:00","75.2","0.1","55.79","0.51","clear-day","0","0","1010.7","Clear","75.2","1500926400","9.69","323","7.39"
"2017-07-24 14:00:00","76.53","0.06","56.45","0.5","clear-day","0","0","1010.38","Clear","76.53","1500930000","10","311","8.95"
"2017-07-24 15:00:00","77.21","0.06","56.56","0.49","clear-day","0","0","1010.01","Clear","77.21","1500933600","10","304","7.19"
"2017-07-24 16:00:00","77.14","0.06","56.42","0.49","clear-day","0","0","1009.65","Clear","77.14","1500937200","10","300","6.45"
"2017-07-24 17:00:00","77.3","0.06","55.57","0.47","clear-day","0","0","1009.63","Clear","77.3","1500940800","10","293","6.9"
"2017-07-24 18:00:00","75.25","0.08","56.21","0.52","clear-day","0","0","1009.37","Clear","75.25","1500944400","10","288","5.45"
"2017-07-24 19:00:00","72.2","0.1","55.47","0.56","clear-day","0","0","1009.66","Clear","72.2","1500948000","10","307","5.03"
"2017-07-24 20:00:00","68.6","0.1","54.77","0.61","clear-day","0","0","1010.26","Clear","68.6","1500951600","10","331","7.64"
"2017-07-24 21:00:00","66.2","0.08","56.3","0.7","clear-night","0","0","1010.84","Clear","66.2","1500955200","10","336","7.84"
"2017-07-24 22:00:00","64.62","0.08","55.68","0.73","clear-night","0","0","1011.75","Clear","64.62","1500958800","10","337","5.67"
"2017-07-24 23:00:00","62.39","0.09","55.02","0.77","clear-night","0","0","1011.98","Clear","62.39","1500962400","10","327","3.37"
"2017-07-25 00:00:00","61.8","0.09","54.96","0.78","clear-night","0","0","1012.35","Clear","61.8","1500966000","10","297","1.55"
"2017-07-25 01:00:00","62.08","0.2","55.73","0.8","clear-night","0","0","1012.48","Clear","62.08","1500969600","10","89","1.36"
"2017-07-25 02:00:00","60.87","0.24","54.59","0.8","clear-night","0","0","1012.54","Clear","60.87","1500973200","10","147","2.92"
"2017-07-25 03:00:00","60.11","0.05","54.95","0.83","clear-night","0","0","1012.44","Clear","60.11","1500976800","10","140","2.95"
"2017-07-25 04:00:00","60.45","0","55.02","0.82","clear-night","0","0","1012.44","Clear","60.45","1500980400","10","125","2.35"
"2017-07-25 05:00:00","60.17","0.07","54.84","0.83","clear-night","0","0","1012.61","Clear","60.17","1500984000","10","138","1.85"
"2017-07-25 06:00:00","60.37","0.29","54.13","0.8","partly-cloudy-night","0","0","1013.09","Partly Cloudy","60.37","1500987600","10","94","0.6"
"2017-07-25 07:00:00","61.62","0.25","55.11","0.79","partly-cloudy-day","0","0","1013.64","Partly Cloudy","61.62","1500991200","10","291","1.1"
"2017-07-25 08:00:00","63.6","0.25","55.7","0.75","partly-cloudy-day","0","0","1014.2","Partly Cloudy","63.6","1500994800","10","130","1.11"
"2017-07-25 09:00:00","64.83","0.26","55.5","0.72","partly-cloudy-day","0","0","1014.47","Partly Cloudy","64.83","1500998400","10","352","2.02"
"2017-07-25 10:00:00","67.12","0.15","55.61","0.67","clear-day","0","0","1014.69","Clear","67.12","1501002000","10","346","4.19"
"2017-07-25 11:00:00","69.65","0.11","56.05","0.62","clear-day","0","0","1014.76","Clear","69.65","1501005600","10","339","5.41"
"2017-07-25 12:00:00","71.86","0.02","54.79","0.55","clear-day","0","0","1014.64","Clear","71.86","1501009200","10","334","6.62"
"2017-07-25 13:00:00","73.65","0.09","56.26","0.55","clear-day","0","0","1014.24","Clear","73.65","1501012800","10","327","8.56"
"2017-07-25 14:00:00","74.97","0.04","57.14","0.54","clear-day","0","0","1013.97","Clear","74.97","1501016400","10","326","11.67"
"2017-07-25 15:00:00","75.46","0.06","56.89","0.53","clear-day","0","0","1013.87","Clear","75.46","1501020000","10","321","12.91"
"2017-07-25 16:00:00","74.9","0.06","57.19","0.54","clear-day","0","0","1013.64","Clear","74.9","1501023600","10","321","13.56"
"2017-07-25 17:00:00","73.78","0.07","56.78","0.55","clear-day","0","0","1013.43","Clear","73.78","1501027200","10","317","11.98"
"2017-07-25 18:00:00","71.86","0.08","57.01","0.6","clear-day","0","0","1013.43","Clear","71.86","1501030800","10","314","11.19"
"2017-07-25 19:00:00","70.46","0.07","57.3","0.63","clear-day","0","0","1013.62","Clear","70.46","1501034400","10","325","10.92"
"2017-07-25 20:00:00","67.5","0.07","57.54","0.7","clear-day","0","0","1014.11","Clear","67.5","1501038000","10","326","10.28"
"2017-07-25 21:00:00","65.1","0.07","57.01","0.75","clear-night","0","0","1014.77","Clear","65.1","1501041600","10","333","8.74"
"2017-07-25 22:00:00","63.62","0.08","56.02","0.76","clear-night","0","0","1015.57","Clear","63.62","1501045200","10","325","6.41"
"2017-07-25 23:00:00","62.61","0.09","56.31","0.8","clear-night","0","0","1015.99","Clear","62.61","1501048800","10","324","6.35"
"2017-07-26 00:00:00","61.72","0.09","56","0.82","clear-night","0","0","1016.2","Clear","61.72","1501052400","10","326","5.65"
"2017-07-26 01:00:00","61.63","0.04","56.1","0.82","clear-night","0","0","1016.24","Clear","61.63","1501056000","10","319","4.39"
"2017-07-26 02:00:00","61.85","0.27","56.34","0.82","partly-cloudy-night","0","0","1016.05","Partly Cloudy","61.85","1501059600","10","311","3.79"
"2017-07-26 03:00:00","61.6","0.16","56.45","0.83","clear-night","0","0","1016.04","Clear","61.6","1501063200","10","310","3.28"
"2017-07-26 04:00:00","61.8","0","56.69","0.83","clear-night","0","0","1016.05","Clear","61.8","1501066800","10","330","5.53"
"2017-07-26 05:00:00","61.96","0.41","56.67","0.83","partly-cloudy-night","0","0","1016.42","Partly Cloudy","61.96","1501070400","10","331","3.51"
"2017-07-26 06:00:00","62.1","","56.57","0.82","clear-night","0","0","1016.9","Clear","62.1","1501074000","10","294","3.32"
"2017-07-26 07:00:00","62.4","0","57.58","0.84","clear-day","0","0","1017.15","Clear","62.4","1501077600","9.92","350","3.09"
"2017-07-26 08:00:00","62.52","","57.44","0.83","clear-day","0","0","1017.52","Clear","62.52","1501081200","9.5","341","4.84"
"2017-07-26 09:00:00","63.42","0.31","56.47","0.78","partly-cloudy-day","0","0","1017.9","Partly Cloudy","63.42","1501084800","9.39","355","3.12"
"2017-07-26 10:00:00","64.8","0.31","56.02","0.73","partly-cloudy-day","0","0","1018.01","Partly Cloudy","64.8","1501088400","9.95","335","4.37"
"2017-07-26 11:00:00","66.24","0.31","57.55","0.74","partly-cloudy-day","0","0","1017.89","Partly Cloudy","66.24","1501092000","10","333","7.94"
"2017-07-26 12:00:00","67.74","0.23","58.27","0.72","clear-day","0","0","1017.63","Clear","67.74","1501095600","10","334","7.74"
"2017-07-26 13:00:00","69.11","0.02","56.69","0.65","clear-day","0","0","1017.36","Clear","69.11","1501099200","10","326","6.99"
"2017-07-26 14:00:00","71.91","0.07","58.72","0.63","clear-day","0","0","1016.67","Clear","71.91","1501102800","10","326","8.59"
"2017-07-26 15:00:00","74.41","0.02","57.59","0.56","clear-day","0","0","1016.06","Clear","74.41","1501106400","10","319","9.13"
"2017-07-26 16:00:00","74.95","0.02","58.11","0.56","clear-day","0","0","1015.54","Clear","74.95","1501110000","10","329","11.24"
"2017-07-26 17:00:00","74.2","0.02","57.76","0.57","clear-day","0","0","1015.18","Clear","74.2","1501113600","10","317","11.16"
"2017-07-26 18:00:00","72.26","0.03","58.42","0.62","clear-day","0","0","1014.85","Clear","72.26","1501117200","10","311","12.56"
"2017-07-26 19:00:00","69.5","0.03","58.52","0.68","clear-day","0","0","1014.84","Clear","69.5","1501120800","10","314","12.33"
"2017-07-26 20:00:00","66.26","0.03","58.35","0.76","clear-day","0","0","1015.09","Clear","66.26","1501124400","10","309","9.53"
"2017-07-26 21:00:00","64.26","0.07","57.67","0.79","clear-night","0","0","1015.47","Clear","64.26","1501128000","10","299","7.63"
"2017-07-26 22:00:00","62.6","0.23","57.4","0.83","clear-night","0","0","1015.77","Clear","62.6","1501131600","10","306","7.6"
"2017-07-26 23:00:00","60.91","0.25","57.37","0.88","partly-cloudy-night","0","0","1016.18","Partly Cloudy","60.91","1501135200","10","310","6.46"
"2017-07-27 00:00:00","60.82","0.17","56.78","0.87","clear-night","0","0","1016.43","Clear","60.82","1501138800","10","298","5.33"
"2017-07-27 01:00:00","60.16","0.2","56.17","0.87","clear-night","0","0","1016.19","Clear","60.16","1501142400","10","291","4.87"
"2017-07-27 02:00:00","60.41","0.25","56.05","0.86","partly-cloudy-night","0","0","1016","Partly Cloudy","60.41","1501146000","9.84","306","3.49"
"2017-07-27 03:00:00","59.87","0.17","55.97","0.87","clear-night","0","0","1015.77","Clear","59.87","1501149600","9.64","299","2.76"
"2017-07-27 04:00:00","59.73","0.08","56.06","0.88","clear-night","0","0","1015.55","Clear","59.73","1501153200","9.5","312","3.19"
"2017-07-27 05:00:00","60.09","0.17","56.51","0.88","clear-night","0","0","1015.58","Clear","60.09","1501156800","9.1","351","2.17"
"2017-07-27 06:00:00","60.06","0","56.58","0.88","clear-night","0","0","1015.79","Clear","60.06","1501160400","7.37","297","2.99"
"2017-07-27 07:00:00","60.24","0","57.38","0.9","clear-day","0","0","1015.94","Clear","60.24","1501164000","6.29","184","1.45"
"2017-07-27 08:00:00","61.73","0.16","57.88","0.87","clear-day","0","0","1016.12","Clear","61.73","1501167600","6.22","99","2.16"
"2017-07-27 09:00:00","63.85","0.27","57.72","0.8","partly-cloudy-day","0","0","1016.33","Partly Cloudy","63.85","1501171200","6.49","351","1.89"
"2017-07-27 10:00:00","66.39","0.16","58.11","0.75","clear-day","0","0","1016.02","Clear","66.39","1501174800","7.48","357","4.5"
"2017-07-27 11:00:00","68.93","0.06","58.47","0.69","clear-day","0","0","1015.8","Clear","68.93","1501178400","9.53","342","5.68"
"2017-07-27 12:00:00","71.94","0.02","58.76","0.63","clear-day","0","0","1015.37","Clear","71.94","1501182000","9.64","329","6.85"
"2017-07-27 13:00:00","74.78","0.02","58.2","0.56","clear-day","0","0","1014.68","Clear","74.78","1501185600","10","326","7.66"
"2017-07-27 14:00:00","78.11","0.02","57.23","0.49","clear-day","0","0","1014.11","Clear","78.11","1501189200","10","326","8.47"
"2017-07-27 15:00:00","80.39","0.02","55.28","0.42","clear-day","0","0","1013.69","Clear","80.38","1501192800","10","331","9.2"
"2017-07-27 16:00:00","79.89","0.02","56.27","0.44","clear-day","0","0","1013.1","Clear","79.89","1501196400","10","318","10.28"
"2017-07-27 17:00:00","78.68","0.02","57.72","0.49","clear-day","0","0","1012.6","Clear","78.68","1501200000","10","321","11.01"
"2017-07-27 18:00:00","75.27","0.02","58.31","0.56","clear-day","0","0","1012.31","Clear","75.27","1501203600","10","321","9.6"
"2017-07-27 19:00:00","73.3","0.02","58.38","0.6","clear-day","0","0","1012.15","Clear","73.3","1501207200","10","314","9.91"
"2017-07-27 20:00:00","70.98","0.02","58.59","0.65","clear-day","0","0","1012.34","Clear","70.98","1501210800","10","312","8.28"
"2017-07-27 21:00:00","67.08","0.02","58.84","0.75","clear-night","0","0","1012.68","Clear","67.08","1501214400","10","312","7.52"
"2017-07-27 22:00:00","65.91","0.02","57.57","0.74","clear-night","0","0","1013.04","Clear","65.91","1501218000","10","300","5.37"
"2017-07-27 23:00:00","64.66","0.02","56.9","0.76","clear-night","0","0","1013.23","Clear","64.66","1501221600","10","298","4.78"
"2017-07-28 00:00:00","63.64","0.02","56.84","0.79","clear-night","0","0","1013.07","Clear","63.64","1501225200","10","297","4.96"
"2017-07-28 01:00:00","62.79","0.02","56.71","0.81","clear-night","0","0","1012.87","Clear","62.79","1501228800","9.95","302","3.98"
"2017-07-28 02:00:00","61.67","0.02","56.7","0.84","clear-night","0","0","1012.79","Clear","61.67","1501232400","9.95","305","5.32"
"2017-07-28 03:00:00","61.42","0.02","56.72","0.85","clear-night","0","0","1012.56","Clear","61.42","1501236000","9.95","292","3.89"
"2017-07-28 04:00:00","60.62","0.02","56.07","0.85","clear-night","0","0","1012.33","Clear","60.62","1501239600","9.95","302","4.3"
"2017-07-28 05:00:00","60.55","0.18","56.15","0.85","clear-night","0","0","1012.46","Clear","60.55","1501243200","9.95","307","3.01"
"2017-07-28 06:00:00","59.89","0.23","55.94","0.87","clear-night","0","0","1012.91","Clear","59.89","1501246800","9.58","297","6.42"
"2017-07-28 07:00:00","60.43","0.18","56.56","0.87","clear-day","0","0","1013.27","Clear","60.43","1501250400","9.13","299","5.28"
"2017-07-28 08:00:00","61.91","0.27","57.02","0.84","partly-cloudy-day","0","0","1013.53","Partly Cloudy","61.91","1501254000","9.07","318","4.66"
"2017-07-28 09:00:00","62.96","0.27","56.81","0.8","partly-cloudy-day","0","0","1013.9","Partly Cloudy","62.96","1501257600","9.02","320","4.94"
"2017-07-28 10:00:00","65.04","0.26","55.87","0.72","partly-cloudy-day","0","0","1014.02","Partly Cloudy","65.04","1501261200","9.53","327","5.99"
"2017-07-28 11:00:00","67.08","0.08","56.34","0.68","clear-day","0","0","1014","Clear","67.08","1501264800","9.88","327","7.45"
"2017-07-28 12:00:00","68.69","0.07","56.93","0.66","clear-day","0","0","1013.98","Clear","68.69","1501268400","10","333","8.66"
"2017-07-28 13:00:00","70.64","0.08","56.18","0.6","clear-day","0","0","1013.57","Clear","70.64","1501272000","10","321","9.79"
"2017-07-28 14:00:00","72.14","0.03","56.46","0.58","clear-day","0","0","1013.18","Clear","72.14","1501275600","10","318","10.8"
